Datum;Zeit;Transaktion;Item
19.11.2016;10:35:53;1661;Waffel
19.11.2016;10:35:53;1661;Muffin
19.11.2016;10:37:20;1662;Focaccia
19.11.2016;10:37:20;1662;Brot
19.11.2016;10:38:19;1663;Brot
19.11.2016;10:41:07;1664;Muffin
19.11.2016;10:44:21;1665;Karamelbonbons
19.11.2016;10:44:21;1665;Kaffee
19.11.2016;10:44:21;1665;Croissant
19.11.2016;10:50:35;1666;Belegtes Brot
19.11.2016;10:50:35;1666;Tee
19.11.2016;10:50:35;1666;Muffin
19.11.2016;10:54:02;1667;Brot
19.11.2016;10:57:17;1668;Brot
19.11.2016;10:57:17;1668;Focaccia
19.11.2016;10:57:17;1668;Tee
19.11.2016;10:57:17;1668;Kaffee
19.11.2016;11:00:26;1669;Marmelade
19.11.2016;11:01:24;1670;Focaccia
19.11.2016;11:03:53;1671;Kaffee
19.11.2016;11:03:53;1671;Croissant
19.11.2016;11:03:53;1671;Muffin
19.11.2016;11:05:47;1672;Brot
19.11.2016;11:05:47;1672;Kaffee
19.11.2016;11:06:42;1673;Kaffee
19.11.2016;11:06:42;1673;Muffin
19.11.2016;11:17:59;1674;Kaffee
19.11.2016;11:19:40;1675;Kaffee
19.11.2016;11:24:19;1676;NONE
19.11.2016;11:24:19;1676;Brot
19.11.2016;11:35:43;1677;Kaffee
19.11.2016;11:35:43;1677;Kaffee
19.11.2016;11:36:27;1678;Kaffee
19.11.2016;11:36:27;1678;Kaffee
19.11.2016;11:36:48;1679;Kaffee
19.11.2016;11:36:48;1679;Kaffee
19.11.2016;11:41:12;1680;Kaffee
19.11.2016;11:46:46;1681;NONE
19.11.2016;11:46:46;1681;Tee
19.11.2016;11:48:46;1682;Bienenstich
19.11.2016;11:52:03;1683;Croissant
19.11.2016;11:52:03;1683;Brot
19.11.2016;11:52:03;1683;Tee
19.11.2016;11:52:03;1683;Kaffee
19.11.2016;11:52:03;1683;Kaffee
19.11.2016;11:52:03;1683;Smoothie
19.11.2016;12:02:41;1684;Spritzgebaeck
19.11.2016;12:05:54;1685;Brot
19.11.2016;12:12:38;1686;Tee
19.11.2016;12:12:38;1686;Kaffee
19.11.2016;12:12:38;1686;Suppe
19.11.2016;12:12:38;1686;Regionalware
19.11.2016;12:34:02;1687;Kaffee
19.11.2016;12:39:44;1688;Kaffee
19.11.2016;12:44:44;1689;Kaffee
19.11.2016;12:44:44;1689;Muffin
19.11.2016;12:47:19;1690;Kaffee
19.11.2016;12:47:19;1690;Brot
19.11.2016;12:47:19;1690;Suppe
19.11.2016;13:04:28;1691;NONE
19.11.2016;13:04:28;1691;Kaffee
19.11.2016;13:04:28;1691;Tee
19.11.2016;13:04:28;1691;Croissant
19.11.2016;13:10:41;1692;Alfajor
19.11.2016;13:14:17;1693;Brot
19.11.2016;13:15:55;1694;Kaffee
19.11.2016;13:15:55;1694;Kaffee
19.11.2016;13:15:55;1694;Belegtes Brot
19.11.2016;13:15:55;1694;Croissant
19.11.2016;13:15:55;1694;Gebaeck
19.11.2016;13:16:27;1695;Tee
19.11.2016;13:16:27;1695;Belegtes Brot
19.11.2016;13:18:16;1696;Brot
19.11.2016;13:18:16;1696;Kaffee
19.11.2016;13:26:38;1697;NONE
19.11.2016;13:26:38;1697;Croissant
19.11.2016;13:26:38;1697;Kaffee
19.11.2016;13:26:38;1697;Brot
19.11.2016;13:28:09;1698;NONE
19.11.2016;13:28:09;1698;Brot
19.11.2016;13:28:09;1698;Croissant
19.11.2016;13:34:07;1699;Focaccia
19.11.2016;13:36:30;1700;Waffel
19.11.2016;13:45:24;1701;Saisonware
19.11.2016;13:45:24;1701;Sandwich
19.11.2016;13:45:24;1701;Kaffee
19.11.2016;13:45:24;1701;Mineralwasser
19.11.2016;13:46:29;1702;Kaffee
19.11.2016;13:46:29;1702;Sandwich
19.11.2016;13:46:29;1702;Sandwich
19.11.2016;14:09:37;1703;Tee
19.11.2016;14:09:37;1703;Waffel
19.11.2016;14:11:45;1704;Kaffee
19.11.2016;14:20:31;1705;Kaffee
19.11.2016;14:20:31;1705;Kaffee
19.11.2016;14:26:23;1706;Suppe
19.11.2016;14:26:23;1706;Blechkuchen
19.11.2016;14:27:52;1707;Kaffee
19.11.2016;14:29:02;1708;Brot
19.11.2016;14:30:16;1709;Kaffee
19.11.2016;14:36:13;1710;Kaffee
19.11.2016;14:40:46;1711;Kaffee
19.11.2016;14:40:46;1711;Brot
19.11.2016;14:55:11;1712;Kuchen
19.11.2016;14:55:11;1712;Tee
19.11.2016;14:55:11;1712;Muffin
19.11.2016;14:55:11;1712;Kaffee
19.11.2016;15:01:42;1713;Heisse Schokolade
19.11.2016;15:05:17;1714;Kaffee
19.11.2016;15:05:17;1714;Tee
19.11.2016;15:05:17;1714;Kuchen
19.11.2016;15:07:33;1715;Tee
19.11.2016;15:07:33;1715;Kaffee
19.11.2016;15:07:33;1715;Muffin
19.11.2016;15:18:25;1716;Spritzgebaeck
19.11.2016;15:18:25;1716;Heisse Schokolade
19.11.2016;15:18:25;1716;Heisse Schokolade
19.11.2016;15:18:25;1716;Kaffee
19.11.2016;15:18:25;1716;Kekse
19.11.2016;15:20:44;1717;Karamelbonbons
19.11.2016;15:20:44;1717;Spritzgebaeck
19.11.2016;15:20:44;1717;Apfelschorle
19.11.2016;15:20:44;1717;Brot
19.11.2016;15:36:39;1718;Kaffee
19.11.2016;15:37:49;1719;Kaffee
19.11.2016;15:37:49;1719;Tee
19.11.2016;15:37:49;1719;Karamelbonbons
19.11.2016;15:37:49;1719;Blechkuchen
19.11.2016;15:39:48;1720;Brot
19.11.2016;15:39:48;1720;Kaffee
19.11.2016;15:46:03;1721;Brot
19.11.2016;15:46:03;1721;Kaffee
19.11.2016;15:46:03;1721;Alfajor
19.11.2016;15:46:03;1721;Brot
19.11.2016;15:53:29;1722;Butterkuchen
19.11.2016;16:05:54;1723;Brot
19.11.2016;16:05:54;1723;Spritzgebaeck
19.11.2016;16:05:54;1723;Waffel
19.11.2016;16:09:54;1724;Tee
19.11.2016;16:17:23;1725;Alfajor
19.11.2016;16:17:23;1725;Brot
19.11.2016;16:17:23;1725;Tee
19.11.2016;16:17:23;1725;Kaffee
19.11.2016;16:26:23;1726;Kaffee
19.11.2016;16:26:23;1726;Mineralwasser
19.11.2016;16:26:23;1726;Tee
19.11.2016;16:32:32;1727;Kaffee
19.11.2016;16:32:32;1727;Blechkuchen
19.11.2016;16:38:32;1728;Blechkuchen
19.11.2016;16:38:32;1728;Brot
20.11.2016;10:06:23;1729;Kaffee
20.11.2016;10:06:23;1729;Kaffee
20.11.2016;10:25:50;1730;Brot
20.11.2016;10:28:22;1731;Heisse Schokolade
20.11.2016;10:28:22;1731;Kaffee
20.11.2016;10:28:22;1731;Kuchen
20.11.2016;10:33:35;1732;Kaffee
20.11.2016;10:33:35;1732;Brot
20.11.2016;10:53:49;1733;Waffel
20.11.2016;10:53:49;1733;Gebaeck
20.11.2016;10:53:49;1733;Saft
20.11.2016;10:54:29;1734;Brot
20.11.2016;10:54:29;1734;Kaffee
20.11.2016;10:56:31;1735;Brot
20.11.2016;10:57:38;1736;Butterkuchen
20.11.2016;10:57:38;1736;Gebaeck
20.11.2016;10:57:38;1736;Gebaeck
20.11.2016;10:57:38;1736;Croissant
20.11.2016;11:00:35;1737;Alfajor
20.11.2016;11:00:35;1737;Alfajor
20.11.2016;11:00:35;1737;Kaffee
20.11.2016;11:00:35;1737;Kaffee
20.11.2016;11:01:43;1738;Brot
20.11.2016;11:02:26;1739;Regionalware
20.11.2016;11:02:26;1739;Kaffee
20.11.2016;11:02:26;1739;Kaffee
20.11.2016;11:03:58;1740;Waffel
20.11.2016;11:03:58;1740;Gebaeck
20.11.2016;11:03:58;1740;Heisse Schokolade
20.11.2016;11:03:58;1740;Kaffee
20.11.2016;11:03:58;1740;Brot
20.11.2016;11:07:42;1741;Brot
20.11.2016;11:08:42;1742;Brot
20.11.2016;11:08:42;1742;Kaffee
20.11.2016;11:13:29;1743;Gebaeck
20.11.2016;11:13:29;1743;Kaffee
20.11.2016;11:16:12;1744;Smoothies
20.11.2016;11:16:12;1744;Regionalware
20.11.2016;11:16:12;1744;Kaffee
20.11.2016;11:20:34;1745;Kaffee
20.11.2016;11:20:34;1745;Kaffee
20.11.2016;11:21:43;1746;Gebaeck
20.11.2016;11:21:43;1746;Croissant
20.11.2016;11:35:21;1747;Tee
20.11.2016;11:35:21;1747;Kuchen
20.11.2016;11:35:51;1748;Kuchen
20.11.2016;11:35:51;1748;Mineralwasser
20.11.2016;11:45:56;1749;Butterkuchen
20.11.2016;11:45:56;1749;Kuchen
20.11.2016;11:45:56;1749;Croissant
20.11.2016;11:45:56;1749;Tee
20.11.2016;11:45:56;1749;Kaffee
20.11.2016;11:46:51;1750;Heisse Schokolade
20.11.2016;11:46:51;1750;Kaffee
20.11.2016;11:46:51;1750;Brot
20.11.2016;11:49:08;1751;Brot
20.11.2016;11:54:44;1752;Alfajor
20.11.2016;11:54:44;1752;Kuchen
20.11.2016;11:54:44;1752;Kaffee
20.11.2016;11:54:44;1752;Sandwich
20.11.2016;11:54:44;1752;Sandwich
20.11.2016;11:54:44;1752;Apfelschorle
20.11.2016;11:56:55;1753;Butterkuchen
20.11.2016;11:59:33;1754;Marmelade
20.11.2016;12:03:17;1755;NONE
20.11.2016;12:03:17;1755;Brot
20.11.2016;12:03:17;1755;Kaffee
20.11.2016;12:03:17;1755;Kuchen
20.11.2016;12:05:42;1756;Brot
20.11.2016;12:05:42;1756;Kaffee
20.11.2016;12:09:00;1757;Belegtes Brot
20.11.2016;12:16:10;1758;Brot
20.11.2016;12:16:10;1758;Croissant
20.11.2016;12:16:10;1758;NONE
20.11.2016;12:16:10;1758;Butterkuchen
20.11.2016;12:20:07;1759;Brot
20.11.2016;12:20:07;1759;Brownie
20.11.2016;12:20:07;1759;Kuchen
20.11.2016;12:25:09;1760;Kuchen
20.11.2016;12:25:09;1760;Mineralwasser
20.11.2016;12:25:09;1760;Alfajor
20.11.2016;12:25:09;1760;Kaffee
20.11.2016;12:25:09;1760;Kaffee
20.11.2016;12:25:09;1760;NONE
20.11.2016;12:38:38;1761;NONE
20.11.2016;12:38:38;1761;Brot
20.11.2016;12:43:42;1762;Kaffee
20.11.2016;12:43:42;1762;Kaffee
20.11.2016;12:45:08;1763;Brot
20.11.2016;12:45:08;1763;Marmelade
20.11.2016;12:48:02;1764;Brownie
20.11.2016;12:52:15;1765;Kaffee
20.11.2016;12:52:15;1765;NONE
20.11.2016;12:52:15;1765;Sandwich
20.11.2016;12:52:15;1765;Mineralwasser
20.11.2016;12:55:17;1767;Kaffee
20.11.2016;12:55:17;1767;Kaffee
20.11.2016;12:57:28;1768;Brot
20.11.2016;12:58:31;1769;Brot
20.11.2016;12:58:31;1769;Mineralwasser
20.11.2016;13:35:14;1770;Butterkuchen
20.11.2016;13:39:00;1771;Croissant
20.11.2016;13:39:00;1771;Kaffee
20.11.2016;13:43:04;1772;Saft
20.11.2016;13:43:04;1772;Kekse
20.11.2016;13:43:04;1772;Alfajor
20.11.2016;13:43:04;1772;Kaffee
20.11.2016;13:43:04;1772;Focaccia
20.11.2016;13:48:20;1773;Brot
20.11.2016;13:52:42;1774;Sandwich
20.11.2016;13:52:42;1774;Sandwich
20.11.2016;13:52:42;1774;Brownie
20.11.2016;14:13:23;1775;Alfajor
20.11.2016;14:13:23;1775;Brot
20.11.2016;14:13:23;1775;Apfelschorle
20.11.2016;14:13:23;1775;Saft
20.11.2016;14:13:56;1776;Brot
20.11.2016;14:16:32;1777;Bienenstich
20.11.2016;14:16:32;1777;Nussaufstrich
20.11.2016;14:16:32;1777;Kaffee
20.11.2016;14:16:32;1777;Kuchen
20.11.2016;14:16:32;1777;Brownie
20.11.2016;14:18:26;1778;Heisse Schokolade
20.11.2016;14:18:26;1778;Kaffee
20.11.2016;14:18:26;1778;Kuchen
20.11.2016;14:25:19;1779;Kaffee
20.11.2016;14:25:19;1779;Croissant
20.11.2016;14:25:19;1779;Alfajor
20.11.2016;14:34:14;1780;Kaffee
20.11.2016;14:34:14;1780;Regionalware
20.11.2016;14:34:14;1780;Butterkuchen
20.11.2016;14:37:13;1781;Brot
20.11.2016;14:41:25;1782;Croissant
20.11.2016;14:41:25;1782;Schokoladentrueffel
20.11.2016;14:42:55;1783;Kuchen
20.11.2016;14:42:55;1783;Brot
20.11.2016;14:42:55;1783;Tee
20.11.2016;14:42:55;1783;Schokoladentrueffel
20.11.2016;14:52:15;1784;Brot
20.11.2016;14:53:23;1785;Kaffee
20.11.2016;14:53:23;1785;Brownie
20.11.2016;15:03:32;1786;Kaffee
20.11.2016;15:03:32;1786;Brot
20.11.2016;15:06:00;1787;Croissant
20.11.2016;15:06:00;1787;Brownie
20.11.2016;15:06:00;1787;Tee
20.11.2016;15:08:12;1788;Brot
20.11.2016;15:08:12;1788;Waffel
20.11.2016;15:13:05;1789;Croissant
20.11.2016;15:13:05;1789;Heisse Schokolade
20.11.2016;15:13:05;1789;Kuchen
20.11.2016;15:13:05;1789;Alfajor
20.11.2016;15:13:05;1789;Schokoladentrueffel
20.11.2016;15:14:21;1790;Brownie
20.11.2016;15:14:21;1790;Croissant
20.11.2016;15:14:21;1790;Kaffee
20.11.2016;15:16:17;1791;Kaffee
20.11.2016;15:16:17;1791;Croissant
20.11.2016;15:16:17;1791;Schokoladentrueffel
20.11.2016;15:17:25;1792;Kuchen
20.11.2016;15:17:25;1792;Tee
20.11.2016;15:22:18;1793;Mineralwasser
20.11.2016;15:22:18;1793;Heisse Schokolade
20.11.2016;15:22:18;1793;Kekse
20.11.2016;15:22:18;1793;Kuchen
20.11.2016;15:26:24;1794;Kekse
20.11.2016;15:37:47;1795;Brot
20.11.2016;15:41:59;1796;Heisse Schokolade
20.11.2016;15:41:59;1796;Kuchen
20.11.2016;15:50:16;1797;Schokoladentrueffel
20.11.2016;15:50:16;1797;Butterkuchen
20.11.2016;15:50:16;1797;Brot
20.11.2016;15:58:17;1798;Tee
20.11.2016;18:16:32;1799;Butterkuchen
21.11.2016;07:29:57;1800;Kaffee
21.11.2016;08:13:28;1801;Kaffee
21.11.2016;08:38:16;1802;Brot
21.11.2016;08:38:50;1803;Kaffee
21.11.2016;09:15:53;1804;Kaffee
21.11.2016;09:31:29;1805;Brot
21.11.2016;09:31:29;1805;Gebaeck
21.11.2016;09:35:27;1806;Kaffee
21.11.2016;09:41:26;1807;Kaffee
21.11.2016;09:41:26;1807;Butterkuchen
21.11.2016;09:44:32;1808;Regionalware
21.11.2016;09:44:32;1808;Kaffee
21.11.2016;09:44:32;1808;Kaffee
21.11.2016;09:50:03;1809;Kaffee
21.11.2016;09:50:03;1809;Croissant
21.11.2016;09:59:09;1810;Kaffee
21.11.2016;09:59:56;1811;Kaffee
21.11.2016;09:59:56;1811;Gebaeck
21.11.2016;10:00:47;1812;Tee
21.11.2016;10:04:19;1813;Kaffee
21.11.2016;10:04:19;1813;Regionalware
21.11.2016;10:12:18;1814;Gebaeck
21.11.2016;10:12:18;1814;Kaffee
21.11.2016;10:12:18;1814;Smoothies
21.11.2016;10:14:19;1815;Kaffee
21.11.2016;10:14:19;1815;Muffin
21.11.2016;10:14:19;1815;Croissant
21.11.2016;10:31:22;1816;Kaffee
21.11.2016;10:31:22;1816;NONE
21.11.2016;11:07:58;1817;Kaffee
21.11.2016;11:11:37;1818;Kaffee
21.11.2016;11:14:53;1819;Kaffee
21.11.2016;11:14:53;1819;Tee
21.11.2016;11:14:53;1819;Butterkuchen
21.11.2016;11:14:53;1819;Brownie
21.11.2016;11:55:05;1820;Kaffee
21.11.2016;12:02:47;1821;Kaffee
21.11.2016;12:02:47;1821;Brot
21.11.2016;12:02:47;1821;Kaffee
21.11.2016;12:02:47;1821;NONE
21.11.2016;12:02:47;1821;Regionalware
21.11.2016;12:02:47;1821;NONE
21.11.2016;12:25:19;1822;NONE
21.11.2016;12:25:19;1822;Tee
21.11.2016;12:36:10;1823;Kaffee
21.11.2016;12:36:10;1823;Brot
21.11.2016;12:36:57;1824;Butterkuchen
21.11.2016;12:48:40;1825;Kaffee
21.11.2016;13:15:53;1826;Sandwich
21.11.2016;13:30:09;1827;Butterkuchen
21.11.2016;13:30:09;1827;Waffel
21.11.2016;13:38:42;1828;Kaffee
21.11.2016;13:41:35;1829;Kaffee
21.11.2016;13:41:35;1829;Kuchen
21.11.2016;14:07:51;1830;Brot
21.11.2016;14:07:51;1830;NONE
21.11.2016;14:07:51;1830;Tee
21.11.2016;14:20:46;1831;Schokoladentrueffel
21.11.2016;14:28:05;1832;Brot
21.11.2016;14:28:05;1832;Bienenstich
21.11.2016;14:28:05;1832;Croissant
21.11.2016;14:28:05;1832;Gebaeck
21.11.2016;14:29:28;1833;Brot
21.11.2016;14:32:20;1834;Tee
21.11.2016;14:32:20;1834;Brownie
21.11.2016;14:32:20;1834;Kuchen
21.11.2016;14:36:21;1835;Saft
21.11.2016;14:36:21;1835;Croissant
21.11.2016;14:54:43;1836;Tee
21.11.2016;14:54:43;1836;Kuchen
21.11.2016;14:57:55;1837;Kaffee
21.11.2016;14:57:55;1837;Tee
21.11.2016;14:57:55;1837;Sandwich
21.11.2016;14:57:55;1837;Croissant
21.11.2016;14:57:55;1837;Brot
21.11.2016;15:23:32;1838;Alfajor
21.11.2016;15:24:55;1839;Kaffee
21.11.2016;15:24:55;1839;Kaffee
21.11.2016;15:35:40;1840;Kekse
21.11.2016;15:35:40;1840;Apfelschorle
21.11.2016;15:35:40;1840;Kaffee
21.11.2016;15:35:40;1840;Regionalware
21.11.2016;15:47:22;1841;Heisse Schokolade
21.11.2016;15:47:22;1841;Heisse Schokolade
21.11.2016;15:47:22;1841;Brot
21.11.2016;15:47:22;1841;Alfajor
21.11.2016;16:00:34;1842;Brot
21.11.2016;16:11:05;1843;Butterkuchen
21.11.2016;16:18:45;1844;Kaffee
21.11.2016;16:18:45;1844;Saft
21.11.2016;16:18:45;1844;Gebaeck
21.11.2016;16:26:36;1845;Kekse
21.11.2016;16:27:15;1846;Brownie
22.11.2016;08:06:09;1847;Kaffee
22.11.2016;08:06:09;1847;Croissant
22.11.2016;09:07:58;1848;Regionalware
22.11.2016;09:07:58;1848;Kaffee
22.11.2016;09:33:58;1849;Tee
22.11.2016;09:42:17;1850;Tee
22.11.2016;09:42:17;1850;Croissant
22.11.2016;09:59:54;1851;Waffel
22.11.2016;09:59:54;1851;Brot
22.11.2016;10:01:11;1852;Waffel
22.11.2016;10:01:11;1852;Brot
22.11.2016;10:08:29;1853;Gebaeck
22.11.2016;10:08:29;1853;Regionalware
22.11.2016;10:08:29;1853;Kaffee
22.11.2016;10:08:29;1853;Heisse Schokolade
22.11.2016;10:21:00;1854;Brot
22.11.2016;10:25:46;1855;Kaffee
22.11.2016;10:28:49;1856;Brot
22.11.2016;10:29:45;1857;Kaffee
22.11.2016;10:29:45;1857;Kekse
22.11.2016;10:34:47;1858;Kaffee
22.11.2016;10:34:47;1858;Kaffee
22.11.2016;10:34:47;1858;Gebaeck
22.11.2016;11:05:36;1859;Tee
22.11.2016;11:57:33;1860;Kaffee
22.11.2016;11:57:33;1860;Brownie
22.11.2016;11:57:33;1860;Brot
22.11.2016;12:15:35;1861;Sandwich
22.11.2016;12:15:35;1861;Cola
22.11.2016;12:34:24;1862;Kuchen
22.11.2016;12:34:24;1862;Brot
22.11.2016;12:34:24;1862;Tee
22.11.2016;12:34:24;1862;Croissant
22.11.2016;12:35:12;1863;Brot
22.11.2016;12:40:54;1864;Kaffee
22.11.2016;12:40:54;1864;Croissant
22.11.2016;12:40:54;1864;Brownie
22.11.2016;12:41:13;1865;Brot
22.11.2016;13:05:30;1866;Kaffee
22.11.2016;13:07:35;1867;Croissant
22.11.2016;13:17:32;1868;Kaffee
22.11.2016;13:17:32;1868;Waffel
22.11.2016;13:17:32;1868;Croissant
22.11.2016;13:26:51;1869;Tee
22.11.2016;13:26:51;1869;Brownie
22.11.2016;13:26:51;1869;NONE
22.11.2016;13:34:01;1870;Kaffee
22.11.2016;13:34:01;1870;Gebaeck
22.11.2016;13:47:25;1871;Kaffee
22.11.2016;13:59:06;1872;Bienenstich
22.11.2016;13:59:06;1872;Kuchen
22.11.2016;13:59:06;1872;Kaffee
22.11.2016;13:59:06;1872;Tee
22.11.2016;14:12:12;1873;Brot
22.11.2016;14:22:58;1874;Kaffee
22.11.2016;14:22:58;1874;Kuchen
22.11.2016;14:42:17;1875;Sandwich
22.11.2016;14:42:17;1875;Kaffee
22.11.2016;14:42:17;1875;Kaffee
22.11.2016;14:42:17;1875;Tee
22.11.2016;14:42:17;1875;Brownie
22.11.2016;14:42:17;1875;Kuchen
22.11.2016;15:02:34;1876;Kaffee
22.11.2016;15:02:34;1876;Alfajor
22.11.2016;15:02:34;1876;Kaffee
22.11.2016;15:02:34;1876;Kuchen
22.11.2016;15:08:04;1877;Kaffee
22.11.2016;15:08:04;1877;Kaffee
22.11.2016;15:17:35;1878;Mineralwasser
22.11.2016;15:25:09;1879;Kaffee
22.11.2016;15:25:09;1879;Kekse
22.11.2016;15:29:40;1880;Brot
22.11.2016;15:29:40;1880;Kuchen
22.11.2016;15:39:58;1881;Brot
22.11.2016;15:40:20;1882;Kaffee
22.11.2016;16:33:35;1884;NONE
22.11.2016;16:36:23;1885;Tee
22.11.2016;16:36:23;1885;Brownie
22.11.2016;16:36:23;1885;Kuchen
22.11.2016;16:39:08;1886;Heisse Schokolade
22.11.2016;16:39:08;1886;Heisse Schokolade
22.11.2016;16:39:08;1886;Croissant
22.11.2016;16:39:57;1887;Heisse Schokolade
22.11.2016;17:10:13;1888;Kaffee
22.11.2016;17:10:13;1888;Brot
22.11.2016;17:18:51;1889;Kuchen
22.11.2016;17:18:51;1889;Kaffee
23.11.2016;08:11:28;1890;Kaffee
23.11.2016;08:11:28;1890;Kuchen
23.11.2016;09:05:20;1891;Heisse Schokolade
23.11.2016;09:05:20;1891;Croissant
23.11.2016;09:05:20;1891;NONE
23.11.2016;09:05:20;1891;Kaffee
23.11.2016;09:06:41;1892;Heisse Schokolade
23.11.2016;09:06:41;1892;Croissant
23.11.2016;09:06:41;1892;NONE
23.11.2016;09:06:41;1892;Kaffee
23.11.2016;09:07:21;1893;Kaffee
23.11.2016;09:07:21;1893;Heisse Schokolade
23.11.2016;09:07:21;1893;Croissant
23.11.2016;09:07:21;1893;NONE
23.11.2016;09:54:31;1894;Kaffee
23.11.2016;09:54:31;1894;Regionalware
23.11.2016;09:54:31;1894;Brot
23.11.2016;10:06:05;1895;Kaffee
23.11.2016;10:11:18;1896;NONE
23.11.2016;10:11:18;1896;Kaffee
23.11.2016;10:15:49;1897;Kaffee
23.11.2016;10:19:40;1898;Kaffee
23.11.2016;10:19:40;1898;Brot
23.11.2016;10:22:23;1899;Kaffee
23.11.2016;10:22:23;1899;Sandwich
23.11.2016;10:33:49;1900;Brot
23.11.2016;10:33:49;1900;Regionalware
23.11.2016;10:33:49;1900;Kuchen
23.11.2016;10:50:14;1901;Kaffee
23.11.2016;11:12:42;1902;Brownie
23.11.2016;11:12:42;1902;Kekse
23.11.2016;11:34:24;1903;Brot
23.11.2016;11:42:00;1904;NONE
23.11.2016;11:42:00;1904;Saft
23.11.2016;11:42:00;1904;Brot
23.11.2016;11:50:37;1905;Kaffee
23.11.2016;11:50:37;1905;Kekse
23.11.2016;11:50:56;1906;Kaffee
23.11.2016;12:24:12;1907;Kaffee
23.11.2016;12:24:12;1907;Croissant
23.11.2016;12:24:12;1907;Kekse
23.11.2016;12:24:12;1907;Tee
23.11.2016;12:35:02;1908;Tee
23.11.2016;12:35:02;1908;Kekse
23.11.2016;12:42:33;1909;NONE
23.11.2016;12:42:33;1909;Mineralwasser
23.11.2016;12:49:38;1910;Kaffee
23.11.2016;12:49:38;1910;Brot
23.11.2016;12:49:38;1910;Tee
23.11.2016;12:49:38;1910;Gebaeck
23.11.2016;12:49:38;1910;Baumkuchen
23.11.2016;12:49:38;1910;Kuchen
23.11.2016;13:04:46;1911;Kaffee
23.11.2016;13:13:54;1912;Kekse
23.11.2016;13:25:25;1913;Sandwich
23.11.2016;13:26:38;1914;Kaffee
23.11.2016;13:40:31;1915;Tee
23.11.2016;13:40:31;1915;Sandwich
23.11.2016;13:51:18;1916;Marmelade
23.11.2016;13:55:58;1917;NONE
23.11.2016;13:55:58;1917;Brownie
23.11.2016;13:55:58;1917;Tee
23.11.2016;14:07:37;1919;Brot
23.11.2016;14:22:27;1920;Brot
23.11.2016;14:22:27;1920;Polenta
23.11.2016;14:52:03;1921;Brot
23.11.2016;14:53:33;1922;Polenta
23.11.2016;14:53:33;1922;Tee
23.11.2016;14:59:48;1923;Kaffee
23.11.2016;14:59:48;1923;Sandwich
23.11.2016;15:00:34;1924;Kaffee
23.11.2016;15:05:02;1925;Kaffee
23.11.2016;15:05:02;1925;Kuchen
23.11.2016;15:09:18;1926;Tee
23.11.2016;15:09:18;1926;Kaffee
23.11.2016;15:09:18;1926;Alfajor
23.11.2016;15:23:13;1927;Cola
23.11.2016;15:44:44;1928;Kaffee
23.11.2016;16:00:19;1929;Kaffee
23.11.2016;16:14:41;1930;Kaffee
23.11.2016;16:14:41;1930;Croissant
23.11.2016;16:31:03;1931;Kekse
23.11.2016;16:31:03;1931;Brot
23.11.2016;16:36:53;1932;Kaffee
23.11.2016;17:00:41;1933;Kaffee
23.11.2016;17:00:41;1933;NONE
23.11.2016;17:29:19;1934;Brot
24.11.2016;08:41:10;1935;Brot
24.11.2016;09:08:12;1936;Kaffee
24.11.2016;09:10:24;1937;Kaffee
24.11.2016;09:11:11;1938;Heisse Schokolade
24.11.2016;09:20:18;1939;Gebaeck
24.11.2016;09:21:00;1940;Kaffee
24.11.2016;09:21:00;1940;Regionalware
24.11.2016;09:24:35;1941;Gebaeck
24.11.2016;09:24:35;1941;Brot
24.11.2016;09:26:35;1942;Brot
24.11.2016;09:26:35;1942;Regionalware
24.11.2016;09:28:53;1943;Gebaeck
24.11.2016;09:28:53;1943;NONE
24.11.2016;09:30:14;1944;Heisse Schokolade
24.11.2016;09:31:29;1945;Kaffee
24.11.2016;09:31:29;1945;Gebaeck
24.11.2016;09:43:20;1946;Brot
24.11.2016;09:43:20;1946;Croissant
24.11.2016;09:53:52;1947;Croissant
24.11.2016;09:53:52;1947;Croissant
24.11.2016;09:53:52;1947;Gebaeck
24.11.2016;09:53:52;1947;Alfajor
24.11.2016;09:55:27;1948;Kaffee
24.11.2016;10:02:17;1949;Kaffee
24.11.2016;10:05:35;1950;Tee
24.11.2016;10:05:35;1950;Kuchen
24.11.2016;10:06:47;1951;Kaffee
24.11.2016;10:06:47;1951;Brot
24.11.2016;10:07:54;1952;Kaffee
24.11.2016;10:13:28;1953;Brot
24.11.2016;10:13:28;1953;Tee
24.11.2016;10:13:28;1953;Kuchen
24.11.2016;10:18:24;1954;Brot
24.11.2016;10:18:24;1954;Brot
24.11.2016;10:18:24;1954;Kaffee
24.11.2016;10:23:10;1955;Kaffee
24.11.2016;10:23:10;1955;Alfajor
24.11.2016;10:25:34;1956;Kaffee
24.11.2016;10:25:34;1956;NONE
24.11.2016;10:45:39;1957;Brot
24.11.2016;10:45:39;1957;Kekse
24.11.2016;10:48:35;1958;Brot
24.11.2016;10:48:35;1958;NONE
24.11.2016;10:48:35;1958;Sandwich
24.11.2016;10:48:35;1958;Tee
24.11.2016;10:51:27;1959;Brot
24.11.2016;10:59:16;1960;Tee
24.11.2016;10:59:16;1960;Kaffee
24.11.2016;10:59:16;1960;Kuchen
24.11.2016;11:03:46;1961;Brot
24.11.2016;11:05:57;1962;Heisse Schokolade
24.11.2016;11:05:57;1962;Brownie
24.11.2016;11:34:17;1963;Brot
24.11.2016;11:39:29;1964;Tee
